year,geo_code,county,total_households,households_100k _to_149999k,households_150k_ to_199999k,households_200k_or_more,percent_wealthy_households ,total_wealthy_households
2018,0500000US20065,"Graham County, Kansas",1216,0.09,0.04,0.01,0.13,163
2018,0500000US20067,"Grant County, Kansas",2592,0.11,0.07,0.03,0.21,552
2018,0500000US20069,"Gray County, Kansas",2179,0.17,0.03,0.03,0.24,514
2018,0500000US20071,"Greeley County, Kansas",494,0.08,0.01,0.01,0.11,53
2018,0500000US20073,"Greenwood County, Kansas",2758,0.10,0.03,0.01,0.15,411
2018,0500000US20075,"Hamilton County, Kansas",852,0.09,0.01,0.01,0.11,95
2018,0500000US20077,"Harper County, Kansas",2274,0.10,0.02,0.04,0.15,343
2018,0500000US20079,"Harvey County, Kansas",13383,0.14,0.05,0.02,0.21,2744
2018,0500000US20081,"Haskell County, Kansas",1329,0.13,0.03,0.04,0.20,264
2018,0500000US20083,"Hodgeman County, Kansas",761,0.15,0.02,0.03,0.19,142
2018,0500000US20085,"Jackson County, Kansas",5392,0.14,0.02,0.03,0.19,1030
2018,0500000US20087,"Jefferson County, Kansas",7600,0.17,0.04,0.02,0.23,1771
2018,0500000US20089,"Jewell County, Kansas",1380,0.05,0.02,0.03,0.10,135
2018,0500000US20091,"Johnson County, Kansas",226242,0.20,0.10,0.12,0.42,95022
2018,0500000US20093,"Kearny County, Kansas",1261,0.12,0.04,0.03,0.20,250
2018,0500000US20095,"Kingman County, Kansas",3091,0.15,0.03,0.05,0.23,720
2018,0500000US20097,"Kiowa County, Kansas",981,0.12,0.04,0.01,0.17,170
2018,0500000US20099,"Labette County, Kansas",8033,0.09,0.02,0.02,0.13,1068
2018,0500000US20101,"Lane County, Kansas",787,0.08,0.01,0.03,0.13,101
2018,0500000US20103,"Leavenworth County, Kansas",27060,0.19,0.07,0.05,0.32,8551
2018,0500000US20105,"Lincoln County, Kansas",1264,0.11,0.04,0.01,0.16,204
2018,0500000US20107,"Linn County, Kansas",4348,0.11,0.02,0.02,0.15,648
2018,0500000US20109,"Logan County, Kansas",1137,0.09,0.02,0.03,0.14,158
2018,0500000US20111,"Lyon County, Kansas",13584,0.09,0.02,0.03,0.15,1997
2018,0500000US20113,"McPherson County, Kansas",12298,0.14,0.05,0.03,0.22,2718
2018,0500000US20115,"Marion County, Kansas",4789,0.11,0.02,0.02,0.14,690
2018,0500000US20117,"Marshall County, Kansas",4112,0.12,0.02,0.03,0.16,666
2018,0500000US20119,"Meade County, Kansas",1675,0.11,0.02,0.04,0.17,283
2018,0500000US20121,"Miami County, Kansas",12727,0.18,0.06,0.05,0.29,3729
2018,0500000US20123,"Mitchell County, Kansas",2616,0.09,0.02,0.02,0.13,335
2018,0500000US20125,"Montgomery County, Kansas",13538,0.09,0.02,0.02,0.13,1801
2018,0500000US20127,"Morris County, Kansas",2247,0.13,0.03,0.03,0.19,431
2018,0500000US20129,"Morton County, Kansas",1117,0.11,0.02,0.02,0.14,161
2018,0500000US20131,"Nemaha County, Kansas",4020,0.15,0.03,0.03,0.21,852
2018,0500000US20133,"Neosho County, Kansas",6681,0.07,0.03,0.02,0.12,822
2018,0500000US20135,"Ness County, Kansas",1313,0.11,0.03,0.04,0.19,243
2018,0500000US20137,"Norton County, Kansas",1930,0.12,0.02,0.02,0.16,307
2018,0500000US20139,"Osage County, Kansas",6554,0.12,0.03,0.02,0.17,1108
2018,0500000US20141,"Osborne County, Kansas",1691,0.12,0.03,0.02,0.17,286
2018,0500000US20143,"Ottawa County, Kansas",2420,0.13,0.03,0.02,0.18,431
2018,0500000US20145,"Pawnee County, Kansas",2502,0.08,0.04,0.01,0.13,318
2018,0500000US20147,"Phillips County, Kansas",2363,0.11,0.03,0.01,0.15,359
2018,0500000US20149,"Pottawatomie County, Kansas",8695,0.15,0.06,0.03,0.24,2104
2018,0500000US20151,"Pratt County, Kansas",3684,0.11,0.04,0.04,0.19,685
2018,0500000US20153,"Rawlins County, Kansas",1168,0.11,0.06,0.01,0.18,213
2018,0500000US20155,"Reno County, Kansas",25052,0.10,0.03,0.03,0.15,3808
2018,0500000US20157,"Republic County, Kansas",2248,0.09,0.02,0.02,0.13,290
2018,0500000US20159,"Rice County, Kansas",3863,0.13,0.02,0.02,0.17,661
2018,0500000US20161,"Riley County, Kansas",26648,0.12,0.05,0.04,0.21,5463
2018,0500000US20163,"Rooks County, Kansas",2100,0.11,0.03,0.01,0.15,309
2018,0500000US20165,"Rush County, Kansas",1403,0.09,0.03,0.02,0.14,195
2018,0500000US20167,"Russell County, Kansas",2979,0.11,0.01,0.02,0.15,432
2018,0500000US20169,"Saline County, Kansas",22210,0.11,0.03,0.03,0.17,3820
2018,0500000US20171,"Scott County, Kansas",2025,0.19,0.04,0.03,0.26,522
2018,0500000US20173,"Sedgwick County, Kansas",195779,0.14,0.05,0.04,0.23,44246
2018,0500000US20175,"Seward County, Kansas",7315,0.11,0.03,0.02,0.16,1163
2018,0500000US20177,"Shawnee County, Kansas",72017,0.14,0.04,0.03,0.22,15628
2018,0500000US20179,"Sheridan County, Kansas",1134,0.10,0.05,0.03,0.18,203
2018,0500000US20181,"Sherman County, Kansas",2649,0.08,0.02,0.00,0.11,283
2018,0500000US20183,"Smith County, Kansas",1681,0.10,0.03,0.04,0.16,269
2018,0500000US20185,"Stafford County, Kansas",1811,0.12,0.02,0.03,0.17,306
2018,0500000US20187,"Stanton County, Kansas",807,0.09,0.05,0.00,0.14,113
2018,0500000US20189,"Stevens County, Kansas",1911,0.12,0.04,0.03,0.18,352
2018,0500000US20191,"Sumner County, Kansas",9321,0.14,0.05,0.02,0.20,1892
2018,0500000US20193,"Thomas County, Kansas",3301,0.14,0.01,0.04,0.19,611
2018,0500000US20195,"Trego County, Kansas",1380,0.13,0.05,0.02,0.20,273
2018,0500000US20197,"Wabaunsee County, Kansas",2749,0.14,0.03,0.02,0.19,533
2018,0500000US20199,"Wallace County, Kansas",633,0.18,0.03,0.03,0.24,150
2018,0500000US20201,"Washington County, Kansas",2344,0.09,0.04,0.02,0.15,354
2018,0500000US20203,"Wichita County, Kansas",903,0.14,0.07,0.02,0.23,208
2018,0500000US20205,"Wilson County, Kansas",3795,0.09,0.02,0.02,0.14,512
2018,0500000US20207,"Woodson County, Kansas",1476,0.06,0.01,0.01,0.08,118
2018,0500000US20209,"Wyandotte County, Kansas",59983,0.11,0.02,0.01,0.15,8698
2018,0500000US21001,"Adair County, Kentucky",7020,0.07,0.02,0.01,0.10,730
2018,0500000US21003,"Allen County, Kentucky",7697,0.09,0.02,0.01,0.12,901
2018,0500000US21005,"Anderson County, Kentucky",8627,0.15,0.04,0.03,0.21,1769
2018,0500000US21007,"Ballard County, Kentucky",3085,0.14,0.04,0.02,0.20,608
2018,0500000US21009,"Barren County, Kentucky",16965,0.08,0.02,0.01,0.11,1883
2018,0500000US21011,"Bath County, Kentucky",4624,0.09,0.02,0.02,0.13,601
2018,0500000US21013,"Bell County, Kentucky",10940,0.04,0.01,0.01,0.06,602
2018,0500000US21015,"Boone County, Kentucky",46404,0.20,0.09,0.07,0.35,16334
2018,0500000US21017,"Bourbon County, Kentucky",8128,0.13,0.03,0.03,0.19,1552
2018,0500000US21019,"Boyd County, Kentucky",18798,0.11,0.03,0.03,0.16,3008
2018,0500000US21021,"Boyle County, Kentucky",10984,0.13,0.03,0.04,0.19,2109
2018,0500000US21023,"Bracken County, Kentucky",3377,0.13,0.02,0.01,0.16,527
2018,0500000US21025,"Breathitt County, Kentucky",5322,0.05,0.01,0.02,0.08,431
2018,0500000US21027,"Breckinridge County, Kentucky",7675,0.10,0.03,0.02,0.14,1105
2018,0500000US21029,"Bullitt County, Kentucky",29374,0.16,0.05,0.02,0.23,6785
2018,0500000US21031,"Butler County, Kentucky",4996,0.10,0.02,0.01,0.14,694
2018,0500000US21033,"Caldwell County, Kentucky",5176,0.10,0.02,0.04,0.15,776
2018,0500000US21035,"Calloway County, Kentucky",14641,0.09,0.04,0.02,0.15,2196
2018,0500000US21037,"Campbell County, Kentucky",36308,0.17,0.07,0.05,0.29,10384
2018,0500000US21039,"Carlisle County, Kentucky",2020,0.10,0.01,0.03,0.15,295
2018,0500000US21041,"Carroll County, Kentucky",3981,0.08,0.05,0.04,0.17,681
2018,0500000US21043,"Carter County, Kentucky",9972,0.08,0.02,0.01,0.10,1037
2018,0500000US21045,"Casey County, Kentucky",6330,0.09,0.02,0.01,0.11,703
2018,0500000US21047,"Christian County, Kentucky",25682,0.09,0.02,0.02,0.13,3210
2018,0500000US21049,"Clark County, Kentucky",14427,0.13,0.04,0.03,0.20,2828
2018,0500000US21051,"Clay County, Kentucky",7625,0.04,0.01,0.01,0.05,404
2018,0500000US21053,"Clinton County, Kentucky",3835,0.06,0.02,0.02,0.10,391
2018,0500000US21055,"Crittenden County, Kentucky",3645,0.12,0.02,0.02,0.16,587
2018,0500000US21057,"Cumberland County, Kentucky",2769,0.06,0.01,0.01,0.08,227
2018,0500000US21059,"Daviess County, Kentucky",39808,0.12,0.03,0.04,0.19,7603
2018,0500000US21061,"Edmonson County, Kentucky",4886,0.11,0.02,0.01,0.14,679
2018,0500000US21063,"Elliott County, Kentucky",2576,0.05,0.00,0.01,0.06,147
2018,0500000US21065,"Estill County, Kentucky",5503,0.06,0.01,0.01,0.08,457
2018,0500000US21067,"Fayette County, Kentucky",128806,0.13,0.06,0.06,0.25,31557
2018,0500000US21069,"Fleming County, Kentucky",5888,0.08,0.02,0.03,0.13,748
2018,0500000US21071,"Floyd County, Kentucky",15163,0.06,0.01,0.01,0.08,1198
2018,0500000US21073,"Franklin County, Kentucky",20875,0.14,0.04,0.02,0.20,4175
2018,0500000US21075,"Fulton County, Kentucky",2524,0.06,0.02,0.01,0.08,204
2018,0500000US21077,"Gallatin County, Kentucky",3073,0.14,0.02,0.00,0.16,504
2018,0500000US21079,"Garrard County, Kentucky",6823,0.10,0.03,0.03,0.16,1064
2018,0500000US21081,"Grant County, Kentucky",8849,0.13,0.03,0.02,0.18,1584
2018,0500000US21083,"Graves County, Kentucky",14484,0.11,0.03,0.01,0.16,2288
2018,0500000US21085,"Grayson County, Kentucky",9771,0.09,0.02,0.01,0.12,1173
2018,0500000US21087,"Green County, Kentucky",4466,0.06,0.02,0.03,0.11,482
2018,0500000US21089,"Greenup County, Kentucky",14057,0.14,0.04,0.03,0.21,2910
2018,0500000US21091,"Hancock County, Kentucky",3301,0.12,0.04,0.00,0.17,545
2018,0500000US21093,"Hardin County, Kentucky",41111,0.14,0.04,0.03,0.21,8716
2018,0500000US21095,"Harlan County, Kentucky",11213,0.04,0.01,0.01,0.06,684
2018,0500000US21097,"Harrison County, Kentucky",7149,0.14,0.03,0.01,0.17,1237
2018,0500000US21099,"Hart County, Kentucky",7311,0.07,0.02,0.01,0.10,702
2018,0500000US21101,"Henderson County, Kentucky",18480,0.10,0.04,0.02,0.17,3049
2018,0500000US21103,"Henry County, Kentucky",5999,0.12,0.03,0.02,0.17,990
2018,0500000US21105,"Hickman County, Kentucky",1855,0.10,0.02,0.02,0.15,271
2018,0500000US21107,"Hopkins County, Kentucky",18560,0.11,0.02,0.02,0.16,2877
2018,0500000US21109,"Jackson County, Kentucky",5455,0.04,0.01,0.02,0.07,365
2018,0500000US21111,"Jefferson County, Kentucky",310318,0.13,0.05,0.05,0.24,73545
2018,0500000US21113,"Jessamine County, Kentucky",18773,0.12,0.05,0.06,0.24,4506
2018,0500000US21115,"Johnson County, Kentucky",8737,0.10,0.02,0.02,0.14,1223
2018,0500000US21117,"Kenton County, Kentucky",63529,0.16,0.05,0.05,0.26,16645
2018,0500000US21119,"Knott County, Kentucky",6348,0.04,0.02,0.01,0.07,463
2018,0500000US21121,"Knox County, Kentucky",12270,0.05,0.01,0.01,0.07,871
2018,0500000US21123,"Larue County, Kentucky",5654,0.07,0.02,0.02,0.10,571
2018,0500000US21125,"Laurel County, Kentucky",22735,0.08,0.02,0.02,0.12,2683
2018,0500000US21127,"Lawrence County, Kentucky",5956,0.07,0.02,0.01,0.10,602
2018,0500000US21129,"Lee County, Kentucky",2864,0.05,0.00,0.01,0.06,183
2018,0500000US21131,"Leslie County, Kentucky",4223,0.03,0.01,0.00,0.05,198
2018,0500000US21133,"Letcher County, Kentucky",9892,0.07,0.01,0.01,0.09,890
2018,0500000US21135,"Lewis County, Kentucky",5435,0.07,0.03,0.01,0.11,592
2018,0500000US21137,"Lincoln County, Kentucky",9706,0.08,0.01,0.01,0.10,1000
2018,0500000US21139,"Livingston County, Kentucky",3967,0.09,0.01,0.02,0.12,488
2018,0500000US21141,"Logan County, Kentucky",10565,0.09,0.01,0.02,0.12,1257
2018,0500000US21143,"Lyon County, Kentucky",3258,0.10,0.05,0.02,0.17,560
2018,0500000US21145,"McCracken County, Kentucky",27841,0.11,0.04,0.04,0.19,5373
2018,0500000US21147,"McCreary County, Kentucky",6203,0.04,0.01,0.01,0.05,304
2018,0500000US21149,"McLean County, Kentucky",3818,0.13,0.04,0.01,0.18,680
2018,0500000US21151,"Madison County, Kentucky",33229,0.13,0.04,0.03,0.19,6380
2018,0500000US21153,"Magoffin County, Kentucky",5084,0.06,0.01,0.01,0.08,381
2018,0500000US21155,"Marion County, Kentucky",7453,0.12,0.02,0.01,0.15,1088
2018,0500000US21157,"Marshall County, Kentucky",13390,0.13,0.04,0.02,0.20,2611
2018,0500000US21159,"Martin County, Kentucky",4112,0.05,0.01,0.00,0.07,284
2018,0500000US21161,"Mason County, Kentucky",6711,0.11,0.05,0.03,0.19,1248
2018,0500000US21163,"Meade County, Kentucky",10638,0.16,0.05,0.02,0.23,2479
2018,0500000US21165,"Menifee County, Kentucky",2593,0.06,0.01,0.01,0.07,189
2018,0500000US21167,"Mercer County, Kentucky",8571,0.15,0.03,0.02,0.20,1714
2018,0500000US21169,"Metcalfe County, Kentucky",3998,0.09,0.02,0.01,0.12,472
2018,0500000US21171,"Monroe County, Kentucky",4414,0.07,0.03,0.03,0.13,561
2018,0500000US21173,"Montgomery County, Kentucky",10472,0.10,0.02,0.02,0.13,1393
2018,0500000US21175,"Morgan County, Kentucky",4958,0.07,0.01,0.01,0.09,451
2018,0500000US21177,"Muhlenberg County, Kentucky",11317,0.10,0.02,0.01,0.13,1516
2018,0500000US21179,"Nelson County, Kentucky",17491,0.15,0.03,0.03,0.21,3726
2018,0500000US21181,"Nicholas County, Kentucky",2694,0.11,0.02,0.02,0.16,420
2018,0500000US21183,"Ohio County, Kentucky",9076,0.10,0.02,0.02,0.13,1207
2018,0500000US21185,"Oldham County, Kentucky",20733,0.24,0.10,0.15,0.49,10138
2018,0500000US21187,"Owen County, Kentucky",3921,0.12,0.02,0.03,0.17,647
2018,0500000US21189,"Owsley County, Kentucky",1664,0.11,0.00,0.00,0.11,185
2018,0500000US21191,"Pendleton County, Kentucky",5260,0.16,0.02,0.01,0.19,989
2018,0500000US21193,"Perry County, Kentucky",11172,0.06,0.02,0.02,0.10,1140
2018,0500000US21195,"Pike County, Kentucky",25768,0.08,0.02,0.02,0.11,2886
2018,0500000US21197,"Powell County, Kentucky",4831,0.05,0.02,0.01,0.08,386
2018,0500000US21199,"Pulaski County, Kentucky",25663,0.08,0.03,0.02,0.13,3234
2018,0500000US21201,"Robertson County, Kentucky",902,0.15,0.01,0.02,0.18,158
2018,0500000US21203,"Rockcastle County, Kentucky",6525,0.10,0.02,0.01,0.13,835
2018,0500000US21205,"Rowan County, Kentucky",8505,0.09,0.02,0.03,0.13,1123
2018,0500000US21207,"Russell County, Kentucky",7027,0.06,0.01,0.02,0.09,646
2018,0500000US21209,"Scott County, Kentucky",20206,0.17,0.07,0.05,0.29,5860
2018,0500000US21211,"Shelby County, Kentucky",16569,0.14,0.07,0.06,0.27,4490
2018,0500000US21213,"Simpson County, Kentucky",6914,0.10,0.03,0.03,0.15,1044
2018,0500000US21215,"Spencer County, Kentucky",6709,0.21,0.09,0.05,0.34,2308
2018,0500000US21217,"Taylor County, Kentucky",9596,0.07,0.02,0.02,0.11,1056
2018,0500000US21219,"Todd County, Kentucky",4663,0.10,0.02,0.03,0.15,676
2018,0500000US21221,"Trigg County, Kentucky",5970,0.13,0.02,0.02,0.16,979
2018,0500000US21223,"Trimble County, Kentucky",3604,0.14,0.02,0.02,0.18,631
2018,0500000US21225,"Union County, Kentucky",5465,0.13,0.02,0.02,0.17,902
2018,0500000US21227,"Warren County, Kentucky",47142,0.12,0.04,0.04,0.20,9334
2018,0500000US21229,"Washington County, Kentucky",4667,0.14,0.02,0.03,0.19,877
2018,0500000US21231,"Wayne County, Kentucky",8019,0.06,0.02,0.01,0.09,746
2018,0500000US21233,"Webster County, Kentucky",4975,0.09,0.02,0.02,0.13,632
2018,0500000US21235,"Whitley County, Kentucky",12490,0.09,0.01,0.02,0.12,1499
2018,0500000US21237,"Wolfe County, Kentucky",2817,0.04,0.01,0.00,0.06,155
2018,0500000US21239,"Woodford County, Kentucky",10198,0.18,0.06,0.04,0.28,2845
2018,0500000US22001,"Acadia Parish, Louisiana",22564,0.11,0.05,0.03,0.19,4219
2018,0500000US22003,"Allen Parish, Louisiana",7920,0.10,0.03,0.02,0.16,1228
2018,0500000US22005,"Ascension Parish, Louisiana",42649,0.20,0.10,0.07,0.37,15780
2018,0500000US22007,"Assumption Parish, Louisiana",8802,0.13,0.02,0.04,0.20,1734
2018,0500000US22009,"Avoyelles Parish, Louisiana",15085,0.09,0.05,0.03,0.16,2383
2018,0500000US22011,"Beauregard Parish, Louisiana",13219,0.15,0.04,0.03,0.22,2855
2018,0500000US22013,"Bienville Parish, Louisiana",5892,0.07,0.01,0.02,0.10,589
2018,0500000US22015,"Bossier Parish, Louisiana",48947,0.14,0.05,0.03,0.22,10964
2018,0500000US22017,"Caddo Parish, Louisiana",96360,0.10,0.03,0.04,0.17,16574
2018,0500000US22019,"Calcasieu Parish, Louisiana",77295,0.13,0.05,0.04,0.22,16850
2018,0500000US22021,"Caldwell Parish, Louisiana",3667,0.12,0.02,0.02,0.15,565
2018,0500000US22023,"Cameron Parish, Louisiana",2718,0.16,0.06,0.03,0.25,685
2018,0500000US22025,"Catahoula Parish, Louisiana",3595,0.14,0.03,0.02,0.20,705
2018,0500000US22027,"Claiborne Parish, Louisiana",5891,0.06,0.02,0.01,0.09,501
2018,0500000US22029,"Concordia Parish, Louisiana",7371,0.08,0.02,0.02,0.12,848
2018,0500000US22031,"De Soto Parish, Louisiana",10523,0.11,0.05,0.04,0.19,2031
2018,0500000US22033,"East Baton Rouge Parish, Louisiana",165939,0.14,0.06,0.06,0.25,42149
2018,0500000US22035,"East Carroll Parish, Louisiana",2153,0.04,0.02,0.01,0.07,151
2018,0500000US22037,"East Feliciana Parish, Louisiana",6759,0.13,0.04,0.02,0.19,1291
2018,0500000US22039,"Evangeline Parish, Louisiana",12051,0.07,0.02,0.02,0.11,1289
2018,0500000US22041,"Franklin Parish, Louisiana",7629,0.08,0.02,0.02,0.12,908
2018,0500000US22043,"Grant Parish, Louisiana",6989,0.10,0.02,0.01,0.13,916
2018,0500000US22045,"Iberia Parish, Louisiana",26063,0.13,0.03,0.02,0.18,4717
2018,0500000US22047,"Iberville Parish, Louisiana",10918,0.12,0.06,0.03,0.20,2216
2018,0500000US22049,"Jackson Parish, Louisiana",5976,0.10,0.03,0.02,0.15,896
2018,0500000US22051,"Jefferson Parish, Louisiana",168895,0.13,0.05,0.05,0.22,37664
2018,0500000US22053,"Jefferson Davis Parish, Louisiana",11501,0.12,0.04,0.04,0.20,2277
2018,0500000US22055,"Lafayette Parish, Louisiana",90606,0.14,0.06,0.06,0.26,23105
2018,0500000US22057,"Lafourche Parish, Louisiana",36449,0.14,0.05,0.04,0.23,8237
2018,0500000US22059,"LaSalle Parish, Louisiana",5018,0.08,0.04,0.02,0.14,692
2018,0500000US22061,"Lincoln Parish, Louisiana",17551,0.09,0.04,0.04,0.17,2913
2018,0500000US22063,"Livingston Parish, Louisiana",48859,0.17,0.08,0.04,0.29,14023
2018,0500000US22065,"Madison Parish, Louisiana",3943,0.07,0.02,0.01,0.09,367
2018,0500000US22067,"Morehouse Parish, Louisiana",9758,0.07,0.01,0.02,0.10,966
2018,0500000US22069,"Natchitoches Parish, Louisiana",14630,0.06,0.03,0.02,0.11,1580
2018,0500000US22071,"Orleans Parish, Louisiana",154036,0.09,0.04,0.06,0.20,30037
2018,0500000US22073,"Ouachita Parish, Louisiana",56686,0.11,0.04,0.04,0.18,10317
2018,0500000US22075,"Plaquemines Parish, Louisiana",8817,0.15,0.06,0.04,0.24,2134
2018,0500000US22077,"Pointe Coupee Parish, Louisiana",8961,0.11,0.04,0.04,0.19,1658
2018,0500000US22079,"Rapides Parish, Louisiana",48000,0.12,0.04,0.03,0.18,8784
2018,0500000US22081,"Red River Parish, Louisiana",3334,0.08,0.02,0.06,0.17,560
2018,0500000US22083,"Richland Parish, Louisiana",7391,0.09,0.03,0.02,0.14,1020
2018,0500000US22085,"Sabine Parish, Louisiana",9185,0.10,0.02,0.03,0.14,1313
2018,0500000US22087,"St. Bernard Parish, Louisiana",15029,0.11,0.03,0.02,0.16,2405
2018,0500000US22089,"St. Charles Parish, Louisiana",18762,0.19,0.10,0.05,0.34,6304
2018,0500000US22091,"St. Helena Parish, Louisiana",3871,0.13,0.03,0.02,0.17,658
2018,0500000US22093,"St. James Parish, Louisiana",7906,0.15,0.06,0.03,0.24,1890
2018,0500000US22095,"St. John the Baptist Parish, Louisiana",15418,0.14,0.05,0.03,0.22,3377
2018,0500000US22097,"St. Landry Parish, Louisiana",30094,0.10,0.02,0.02,0.14,4213
2018,0500000US22099,"St. Martin Parish, Louisiana",19556,0.13,0.04,0.03,0.19,3735
2018,0500000US22101,"St. Mary Parish, Louisiana",19740,0.08,0.03,0.02,0.13,2606
2018,0500000US22103,"St. Tammany Parish, Louisiana",91975,0.17,0.08,0.08,0.32,29156
2018,0500000US22105,"Tangipahoa Parish, Louisiana",47527,0.12,0.04,0.02,0.19,8888
2018,0500000US22107,"Tensas Parish, Louisiana",1825,0.06,0.01,0.00,0.07,131
2018,0500000US22109,"Terrebonne Parish, Louisiana",40014,0.14,0.05,0.03,0.22,8603
2018,0500000US22111,"Union Parish, Louisiana",7724,0.09,0.05,0.03,0.16,1251
2018,0500000US22113,"Vermilion Parish, Louisiana",21632,0.14,0.04,0.03,0.20,4348
2018,0500000US22115,"Vernon Parish, Louisiana",17801,0.11,0.04,0.02,0.16,2866
2018,0500000US22117,"Washington Parish, Louisiana",17337,0.08,0.02,0.01,0.11,1942
2018,0500000US22119,"Webster Parish, Louisiana",16230,0.07,0.01,0.01,0.09,1477
2018,0500000US22121,"West Baton Rouge Parish, Louisiana",9599,0.18,0.08,0.05,0.30,2918
2018,0500000US22123,"West Carroll Parish, Louisiana",4041,0.09,0.03,0.03,0.15,606
2018,0500000US22125,"West Feliciana Parish, Louisiana",3908,0.18,0.07,0.04,0.29,1114
2018,0500000US22127,"Winn Parish, Louisiana",5437,0.09,0.03,0.02,0.15,788
2018,0500000US23001,"Androscoggin County, Maine",45491,0.13,0.04,0.02,0.19,8734
2018,0500000US23003,"Aroostook County, Maine",29645,0.09,0.03,0.02,0.13,3943
2018,0500000US23005,"Cumberland County, Maine",119717,0.18,0.07,0.08,0.33,38908
2018,0500000US23007,"Franklin County, Maine",11817,0.09,0.03,0.03,0.15,1713
2018,0500000US23009,"Hancock County, Maine",23579,0.12,0.04,0.05,0.21,4857
2018,0500000US23011,"Kennebec County, Maine",51542,0.13,0.04,0.03,0.20,10102
2018,0500000US23013,"Knox County, Maine",17156,0.14,0.04,0.04,0.22,3774
2018,0500000US23015,"Lincoln County, Maine",15372,0.13,0.03,0.04,0.20,3074
2018,0500000US23017,"Oxford County, Maine",20814,0.10,0.03,0.01,0.15,3080
