year,geo_code,county,total_households,households_100k_to_149999k,households_150k_to_199999k,households_200k_or_more,percent_wealthy_households,total_wealthy_households
2022,0500000US45043,"Georgetown County, South Carolina",26029,0.14,0.06,0.08,0.28,7340
2022,0500000US45045,"Greenville County, South Carolina",210349,0.16,0.09,0.09,0.34,71939
2022,0500000US45047,"Greenwood County, South Carolina",27640,0.13,0.04,0.04,0.21,5694
2022,0500000US45049,"Hampton County, South Carolina",7084,0.07,0.04,0.02,0.13,907
2022,0500000US45051,"Horry County, South Carolina",142383,0.14,0.05,0.05,0.25,35596
2022,0500000US45053,"Jasper County, South Carolina",11795,0.14,0.05,0.04,0.24,2772
2022,0500000US45055,"Kershaw County, South Carolina",25239,0.18,0.06,0.04,0.27,6915
2022,0500000US45057,"Lancaster County, South Carolina",37893,0.18,0.09,0.09,0.36,13490
2022,0500000US45059,"Laurens County, South Carolina",25757,0.14,0.05,0.03,0.22,5692
2022,0500000US45061,"Lee County, South Carolina",6212,0.07,0.02,0.02,0.11,677
2022,0500000US45063,"Lexington County, South Carolina",118673,0.17,0.08,0.08,0.33,38806
2022,0500000US45065,"McCormick County, South Carolina",3947,0.14,0.04,0.04,0.21,841
2022,0500000US45067,"Marion County, South Carolina",11256,0.07,0.02,0.03,0.12,1328
2022,0500000US45069,"Marlboro County, South Carolina",9463,0.08,0.03,0.02,0.12,1164
2022,0500000US45071,"Newberry County, South Carolina",15027,0.14,0.06,0.04,0.24,3546
2022,0500000US45073,"Oconee County, South Carolina",33240,0.15,0.05,0.06,0.27,8908
2022,0500000US45075,"Orangeburg County, South Carolina",32687,0.1,0.04,0.02,0.16,5165
2022,0500000US45077,"Pickens County, South Carolina",50341,0.15,0.05,0.05,0.25,12736
2022,0500000US45079,"Richland County, South Carolina",162726,0.14,0.07,0.08,0.28,45889
2022,0500000US45081,"Saluda County, South Carolina",7365,0.12,0.06,0.03,0.21,1547
2022,0500000US45083,"Spartanburg County, South Carolina",125394,0.15,0.06,0.06,0.27,33731
2022,0500000US45085,"Sumter County, South Carolina",40917,0.13,0.06,0.04,0.23,9452
2022,0500000US45087,"Union County, South Carolina",11580,0.09,0.04,0.02,0.15,1783
2022,0500000US45089,"Williamsburg County, South Carolina",11999,0.08,0.03,0.02,0.12,1488
2022,0500000US45091,"York County, South Carolina",109013,0.19,0.1,0.11,0.41,44150
2022,0500000US46003,"Aurora County, South Dakota",1053,0.19,0.04,0.07,0.29,307
2022,0500000US46005,"Beadle County, South Dakota",7443,0.16,0.06,0.05,0.27,2017
2022,0500000US46007,"Bennett County, South Dakota",1014,0.08,0.04,0.07,0.19,190
2022,0500000US46009,"Bon Homme County, South Dakota",2414,0.13,0.06,0.04,0.22,541
2022,0500000US46011,"Brookings County, South Dakota",13366,0.21,0.08,0.04,0.32,4317
2022,0500000US46013,"Brown County, South Dakota",16035,0.18,0.07,0.06,0.31,5019
2022,0500000US46015,"Brule County, South Dakota",1958,0.17,0.08,0.07,0.32,634
2022,0500000US46017,"Buffalo County, South Dakota",492,0.09,0.01,0.01,0.11,52
2022,0500000US46019,"Butte County, South Dakota",4112,0.12,0.07,0.07,0.27,1102
2022,0500000US46021,"Campbell County, South Dakota",691,0.16,0.06,0.08,0.3,207
2022,0500000US46023,"Charles Mix County, South Dakota",2963,0.15,0.07,0.04,0.26,761
2022,0500000US46025,"Clark County, South Dakota",1360,0.14,0.05,0.07,0.26,356
2022,0500000US46027,"Clay County, South Dakota",5416,0.14,0.07,0.05,0.27,1468
2022,0500000US46029,"Codington County, South Dakota",12165,0.18,0.06,0.04,0.28,3370
2022,0500000US46031,"Corson County, South Dakota",1071,0.12,0.04,0.04,0.19,207
2022,0500000US46033,"Custer County, South Dakota",3862,0.19,0.08,0.08,0.35,1332
2022,0500000US46035,"Davison County, South Dakota",8448,0.16,0.05,0.04,0.26,2163
2022,0500000US46037,"Day County, South Dakota",2348,0.16,0.05,0.04,0.25,592
2022,0500000US46039,"Deuel County, South Dakota",1795,0.2,0.06,0.05,0.31,562
2022,0500000US46041,"Dewey County, South Dakota",1675,0.11,0.06,0.03,0.19,318
2022,0500000US46043,"Douglas County, South Dakota",1077,0.2,0.07,0.06,0.33,358
2022,0500000US46045,"Edmunds County, South Dakota",1542,0.16,0.1,0.07,0.33,507
2022,0500000US46047,"Fall River County, South Dakota",3221,0.13,0.06,0.02,0.22,712
2022,0500000US46049,"Faulk County, South Dakota",765,0.16,0.08,0.03,0.27,203
2022,0500000US46051,"Grant County, South Dakota",3031,0.13,0.07,0.09,0.28,858
2022,0500000US46053,"Gregory County, South Dakota",1593,0.11,0.08,0.04,0.22,350
2022,0500000US46055,"Haakon County, South Dakota",709,0.14,0.06,0.08,0.27,191
2022,0500000US46057,"Hamlin County, South Dakota",2151,0.23,0.05,0.04,0.33,706
2022,0500000US46059,"Hand County, South Dakota",1386,0.24,0.05,0.06,0.35,480
2022,0500000US46061,"Hanson County, South Dakota",1106,0.28,0.07,0.05,0.39,432
2022,0500000US46063,"Harding County, South Dakota",518,0.15,0.08,0.07,0.31,160
2022,0500000US46065,"Hughes County, South Dakota",7396,0.2,0.09,0.05,0.34,2515
2022,0500000US46067,"Hutchinson County, South Dakota",2931,0.22,0.05,0.06,0.33,970
2022,0500000US46069,"Hyde County, South Dakota",541,0.14,0.08,0.06,0.28,149
2022,0500000US46071,"Jackson County, South Dakota",735,0.14,0.01,0.01,0.16,117
2022,0500000US46073,"Jerauld County, South Dakota",859,0.18,0.03,0.08,0.28,241
2022,0500000US46075,"Jones County, South Dakota",381,0.13,0.03,0.08,0.24,91
2022,0500000US46077,"Kingsbury County, South Dakota",2003,0.17,0.07,0.05,0.29,581
2022,0500000US46079,"Lake County, South Dakota",4552,0.23,0.07,0.08,0.38,1730
2022,0500000US46081,"Lawrence County, South Dakota",11392,0.14,0.07,0.06,0.27,3053
2022,0500000US46083,"Lincoln County, South Dakota",25697,0.21,0.13,0.1,0.45,11461
2022,0500000US46085,"Lyman County, South Dakota",1204,0.15,0.06,0.03,0.25,299
2022,0500000US46087,"McCook County, South Dakota",2218,0.18,0.06,0.07,0.31,696
2022,0500000US46089,"McPherson County, South Dakota",872,0.13,0.05,0.07,0.25,216
2022,0500000US46091,"Marshall County, South Dakota",1669,0.18,0.05,0.11,0.34,562
2022,0500000US46093,"Meade County, South Dakota",11420,0.2,0.07,0.04,0.31,3574
2022,0500000US46095,"Mellette County, South Dakota",621,0.06,0.03,0.01,0.1,63
2022,0500000US46097,"Miner County, South Dakota",910,0.21,0.04,0.04,0.29,262
2022,0500000US46099,"Minnehaha County, South Dakota",79887,0.19,0.08,0.07,0.34,27481
2022,0500000US46101,"Moody County, South Dakota",2521,0.17,0.09,0.08,0.34,855
2022,0500000US46102,"Oglala Lakota County, South Dakota",2684,0.06,0.03,0.02,0.11,282
2022,0500000US46103,"Pennington County, South Dakota",44829,0.16,0.07,0.07,0.3,13583
2022,0500000US46105,"Perkins County, South Dakota",1237,0.17,0.04,0.07,0.28,346
2022,0500000US46107,"Potter County, South Dakota",1034,0.17,0.11,0.04,0.32,328
2022,0500000US46109,"Roberts County, South Dakota",3659,0.16,0.06,0.03,0.25,922
2022,0500000US46111,"Sanborn County, South Dakota",939,0.17,0.05,0.06,0.28,261
2022,0500000US46115,"Spink County, South Dakota",2526,0.15,0.06,0.06,0.27,687
2022,0500000US46117,"Stanley County, South Dakota",1239,0.15,0.12,0.1,0.38,465
2022,0500000US46119,"Sully County, South Dakota",599,0.16,0.05,0.09,0.3,179
2022,0500000US46121,"Todd County, South Dakota",2407,0.08,0.02,0.01,0.11,260
2022,0500000US46123,"Tripp County, South Dakota",2179,0.17,0.04,0.04,0.24,529
2022,0500000US46125,"Turner County, South Dakota",3442,0.19,0.06,0.05,0.31,1064
2022,0500000US46127,"Union County, South Dakota",6967,0.19,0.08,0.12,0.4,2759
2022,0500000US46129,"Walworth County, South Dakota",2380,0.16,0.06,0.03,0.25,600
2022,0500000US46135,"Yankton County, South Dakota",9789,0.16,0.06,0.06,0.28,2780
2022,0500000US46137,"Ziebach County, South Dakota",683,0.1,0.04,0.12,0.26,176
2022,0500000US47001,"Anderson County, Tennessee",31275,0.14,0.07,0.05,0.26,8257
2022,0500000US47003,"Bedford County, Tennessee",18469,0.13,0.05,0.05,0.23,4156
2022,0500000US47005,"Benton County, Tennessee",6736,0.09,0.04,0.03,0.16,1051
2022,0500000US47007,"Bledsoe County, Tennessee",4851,0.15,0.03,0.03,0.21,1009
2022,0500000US47009,"Blount County, Tennessee",53456,0.2,0.07,0.06,0.33,17373
2022,0500000US47011,"Bradley County, Tennessee",41340,0.16,0.06,0.05,0.27,11038
2022,0500000US47013,"Campbell County, Tennessee",16255,0.12,0.03,0.02,0.18,2893
2022,0500000US47015,"Cannon County, Tennessee",5769,0.14,0.05,0.03,0.22,1286
2022,0500000US47017,"Carroll County, Tennessee",11038,0.12,0.07,0.02,0.21,2318
2022,0500000US47019,"Carter County, Tennessee",23940,0.13,0.03,0.02,0.19,4429
2022,0500000US47021,"Cheatham County, Tennessee",15708,0.24,0.08,0.05,0.36,5718
2022,0500000US47023,"Chester County, Tennessee",6106,0.14,0.05,0.02,0.21,1264
2022,0500000US47025,"Claiborne County, Tennessee",13479,0.09,0.04,0.03,0.16,2143
2022,0500000US47027,"Clay County, Tennessee",3035,0.14,0.01,0.02,0.16,498
2022,0500000US47029,"Cocke County, Tennessee",14547,0.08,0.03,0.03,0.14,2007
2022,0500000US47031,"Coffee County, Tennessee",22689,0.16,0.04,0.03,0.23,5218
2022,0500000US47033,"Crockett County, Tennessee",5409,0.18,0.04,0.03,0.25,1363
2022,0500000US47035,"Cumberland County, Tennessee",26931,0.12,0.03,0.03,0.19,5009
2022,0500000US47037,"Davidson County, Tennessee",302663,0.16,0.08,0.11,0.35,105024
2022,0500000US47039,"Decatur County, Tennessee",4363,0.1,0.03,0.02,0.16,681
2022,0500000US47041,"DeKalb County, Tennessee",8360,0.12,0.06,0.02,0.2,1655
2022,0500000US47043,"Dickson County, Tennessee",20329,0.19,0.08,0.05,0.32,6424
2022,0500000US47045,"Dyer County, Tennessee",14640,0.14,0.03,0.05,0.22,3221
2022,0500000US47047,"Fayette County, Tennessee",16416,0.19,0.1,0.1,0.39,6468
2022,0500000US47049,"Fentress County, Tennessee",7607,0.09,0.02,0.01,0.12,943
2022,0500000US47051,"Franklin County, Tennessee",16789,0.15,0.05,0.05,0.25,4147
2022,0500000US47053,"Gibson County, Tennessee",19948,0.16,0.04,0.04,0.24,4708
2022,0500000US47055,"Giles County, Tennessee",11387,0.14,0.09,0.05,0.28,3166
2022,0500000US47057,"Grainger County, Tennessee",9384,0.14,0.03,0.02,0.19,1764
2022,0500000US47059,"Greene County, Tennessee",27777,0.11,0.05,0.03,0.19,5139
2022,0500000US47061,"Grundy County, Tennessee",4965,0.13,0.05,0.01,0.19,928
2022,0500000US47063,"Hamblen County, Tennessee",25209,0.15,0.03,0.03,0.21,5294
2022,0500000US47065,"Hamilton County, Tennessee",148888,0.17,0.08,0.09,0.34,50324
2022,0500000US47067,"Hancock County, Tennessee",2829,0.06,0.01,0.03,0.1,280
2022,0500000US47069,"Hardeman County, Tennessee",9009,0.1,0.03,0.02,0.16,1396
2022,0500000US47071,"Hardin County, Tennessee",10903,0.11,0.03,0.02,0.16,1755
2022,0500000US47073,"Hawkins County, Tennessee",22785,0.11,0.05,0.03,0.2,4511
2022,0500000US47075,"Haywood County, Tennessee",7200,0.11,0.03,0.02,0.17,1231
2022,0500000US47077,"Henderson County, Tennessee",10737,0.15,0.03,0.03,0.2,2190
2022,0500000US47079,"Henry County, Tennessee",13133,0.11,0.04,0.04,0.18,2403
2022,0500000US47081,"Hickman County, Tennessee",8850,0.13,0.05,0.03,0.22,1912
2022,0500000US47083,"Houston County, Tennessee",3026,0.11,0.04,0.03,0.18,545
2022,0500000US47085,"Humphreys County, Tennessee",6715,0.14,0.05,0.03,0.22,1477
2022,0500000US47087,"Jackson County, Tennessee",4569,0.13,0.03,0.03,0.18,827
2022,0500000US47089,"Jefferson County, Tennessee",20813,0.17,0.05,0.05,0.26,5432
2022,0500000US47091,"Johnson County, Tennessee",6873,0.12,0.03,0.02,0.17,1175
2022,0500000US47093,"Knox County, Tennessee",194842,0.17,0.07,0.09,0.33,63908
2022,0500000US47095,"Lake County, Tennessee",2013,0.07,0.05,0.02,0.14,288
2022,0500000US47097,"Lauderdale County, Tennessee",9127,0.11,0.03,0.03,0.16,1497
2022,0500000US47099,"Lawrence County, Tennessee",16484,0.13,0.04,0.03,0.2,3297
2022,0500000US47101,"Lewis County, Tennessee",5073,0.15,0.04,0.02,0.21,1086
2022,0500000US47103,"Lincoln County, Tennessee",14304,0.17,0.08,0.03,0.28,4034
2022,0500000US47105,"Loudon County, Tennessee",22487,0.19,0.06,0.09,0.35,7825
2022,0500000US47107,"McMinn County, Tennessee",21230,0.15,0.06,0.04,0.24,5180
2022,0500000US47109,"McNairy County, Tennessee",9683,0.1,0.04,0.04,0.17,1617
2022,0500000US47111,"Macon County, Tennessee",9164,0.12,0.05,0.03,0.2,1869
2022,0500000US47113,"Madison County, Tennessee",39180,0.15,0.05,0.05,0.24,9521
2022,0500000US47115,"Marion County, Tennessee",11699,0.12,0.08,0.03,0.22,2597
2022,0500000US47117,"Marshall County, Tennessee",13019,0.14,0.07,0.05,0.26,3320
2022,0500000US47119,"Maury County, Tennessee",39591,0.17,0.08,0.07,0.32,12550
2022,0500000US47121,"Meigs County, Tennessee",5198,0.1,0.05,0.02,0.18,925
2022,0500000US47123,"Monroe County, Tennessee",18976,0.14,0.03,0.02,0.19,3662
2022,0500000US47125,"Montgomery County, Tennessee",80474,0.18,0.06,0.05,0.3,23820
2022,0500000US47127,"Moore County, Tennessee",2558,0.15,0.08,0.06,0.3,765
2022,0500000US47129,"Morgan County, Tennessee",7093,0.13,0.05,0.03,0.21,1454
2022,0500000US47131,"Obion County, Tennessee",12542,0.1,0.04,0.03,0.17,2170
2022,0500000US47133,"Overton County, Tennessee",8820,0.1,0.05,0.05,0.2,1746
2022,0500000US47135,"Perry County, Tennessee",2954,0.14,0.03,0.03,0.19,564
2022,0500000US47137,"Pickett County, Tennessee",2205,0.09,0.01,0.04,0.15,320
2022,0500000US47139,"Polk County, Tennessee",7101,0.14,0.05,0.06,0.24,1690
2022,0500000US47141,"Putnam County, Tennessee",32733,0.13,0.06,0.04,0.23,7496
2022,0500000US47143,"Rhea County, Tennessee",12744,0.12,0.05,0.03,0.21,2676
2022,0500000US47145,"Roane County, Tennessee",21956,0.17,0.06,0.07,0.3,6653
2022,0500000US47147,"Robertson County, Tennessee",27154,0.2,0.08,0.06,0.34,9178
2022,0500000US47149,"Rutherford County, Tennessee",122510,0.2,0.1,0.06,0.36,44349
2022,0500000US47151,"Scott County, Tennessee",8614,0.08,0.03,0.02,0.12,1016
2022,0500000US47153,"Sequatchie County, Tennessee",5925,0.12,0.05,0.03,0.2,1191
2022,0500000US47155,"Sevier County, Tennessee",38193,0.15,0.05,0.05,0.25,9701
2022,0500000US47157,"Shelby County, Tennessee",357839,0.14,0.06,0.09,0.29,104847
2022,0500000US47159,"Smith County, Tennessee",7674,0.16,0.05,0.05,0.26,1965
2022,0500000US47161,"Stewart County, Tennessee",5017,0.16,0.03,0.03,0.23,1139
2022,0500000US47163,"Sullivan County, Tennessee",67575,0.14,0.05,0.05,0.24,16421
2022,0500000US47165,"Sumner County, Tennessee",74739,0.21,0.1,0.09,0.4,29597
2022,0500000US47167,"Tipton County, Tennessee",22366,0.19,0.07,0.06,0.32,7090
2022,0500000US47169,"Trousdale County, Tennessee",3552,0.21,0.03,0.03,0.27,963
2022,0500000US47171,"Unicoi County, Tennessee",7654,0.13,0.04,0.03,0.2,1561
2022,0500000US47173,"Union County, Tennessee",7552,0.14,0.05,0.04,0.23,1699
2022,0500000US47175,"Van Buren County, Tennessee",2434,0.15,0.05,0.01,0.21,504
2022,0500000US47177,"Warren County, Tennessee",15932,0.11,0.04,0.03,0.17,2772
2022,0500000US47179,"Washington County, Tennessee",55591,0.14,0.06,0.06,0.26,14676
2022,0500000US47181,"Wayne County, Tennessee",5744,0.11,0.05,0.02,0.18,1017
2022,0500000US47183,"Weakley County, Tennessee",13129,0.1,0.04,0.03,0.16,2140
2022,0500000US47185,"White County, Tennessee",10716,0.1,0.03,0.03,0.16,1661
2022,0500000US47187,"Williamson County, Tennessee",88238,0.2,0.14,0.27,0.61,54178
2022,0500000US47189,"Wilson County, Tennessee",55037,0.22,0.11,0.11,0.44,24436
2022,0500000US48001,"Anderson County, Texas",16899,0.16,0.04,0.03,0.23,3937
2022,0500000US48003,"Andrews County, Texas",6603,0.22,0.09,0.13,0.44,2872
2022,0500000US48005,"Angelina County, Texas",31583,0.15,0.06,0.04,0.25,7864
2022,0500000US48007,"Aransas County, Texas",11412,0.13,0.07,0.07,0.27,3047
2022,0500000US48009,"Archer County, Texas",3367,0.18,0.08,0.08,0.33,1118
2022,0500000US48011,"Armstrong County, Texas",725,0.21,0.09,0.03,0.32,234
2022,0500000US48013,"Atascosa County, Texas",15920,0.19,0.07,0.06,0.31,4856
2022,0500000US48015,"Austin County, Texas",11913,0.18,0.06,0.1,0.34,4062
2022,0500000US48017,"Bailey County, Texas",1933,0.2,0.08,0.03,0.31,593
2022,0500000US48019,"Bandera County, Texas",8532,0.16,0.08,0.07,0.32,2705
2022,0500000US48021,"Bastrop County, Texas",33259,0.21,0.1,0.09,0.39,13104
2022,0500000US48023,"Baylor County, Texas",1477,0.12,0.02,0.06,0.2,291
2022,0500000US48025,"Bee County, Texas",8563,0.12,0.04,0.05,0.21,1773
2022,0500000US48027,"Bell County, Texas",134495,0.15,0.07,0.05,0.27,36448
2022,0500000US48029,"Bexar County, Texas",730119,0.16,0.08,0.08,0.31,228527
2022,0500000US48031,"Blanco County, Texas",4836,0.19,0.11,0.11,0.41,1997
2022,0500000US48033,"Borden County, Texas",215,0.27,0.05,0.12,0.45,96
2022,0500000US48035,"Bosque County, Texas",7277,0.16,0.06,0.05,0.27,1987
2022,0500000US48037,"Bowie County, Texas",34486,0.13,0.07,0.05,0.25,8690
2022,0500000US48039,"Brazoria County, Texas",127264,0.21,0.12,0.14,0.46,58923
2022,0500000US48041,"Brazos County, Texas",86289,0.13,0.07,0.08,0.28,24247
2022,0500000US48043,"Brewster County, Texas",4958,0.16,0.05,0.04,0.24,1205
2022,0500000US48045,"Briscoe County, Texas",581,0.07,0.06,0.04,0.17,98
2022,0500000US48047,"Brooks County, Texas",2652,0.12,0.02,0,0.14,382
2022,0500000US48049,"Brown County, Texas",14977,0.15,0.05,0.04,0.24,3550
2022,0500000US48051,"Burleson County, Texas",7586,0.16,0.08,0.06,0.31,2314
2022,0500000US48053,"Burnet County, Texas",18629,0.16,0.09,0.1,0.35,6483
2022,0500000US48055,"Caldwell County, Texas",15087,0.16,0.06,0.07,0.28,4209
2022,0500000US48057,"Calhoun County, Texas",8045,0.16,0.05,0.07,0.28,2237
2022,0500000US48059,"Callahan County, Texas",5270,0.18,0.05,0.04,0.27,1418
2022,0500000US48061,"Cameron County, Texas",132538,0.12,0.04,0.03,0.2,25845
2022,0500000US48063,"Camp County, Texas",4443,0.15,0.05,0.04,0.24,1066
2022,0500000US48065,"Carson County, Texas",2260,0.2,0.13,0.09,0.42,949
2022,0500000US48067,"Cass County, Texas",11530,0.13,0.05,0.05,0.22,2560
2022,0500000US48069,"Castro County, Texas",2384,0.09,0.07,0.04,0.2,479
2022,0500000US48071,"Chambers County, Texas",15744,0.21,0.16,0.16,0.53,8329
2022,0500000US48073,"Cherokee County, Texas",18069,0.15,0.06,0.05,0.26,4752
2022,0500000US48075,"Childress County, Texas",1892,0.18,0.08,0.05,0.3,564
2022,0500000US48077,"Clay County, Texas",4204,0.24,0.06,0.05,0.35,1459
2022,0500000US48079,"Cochran County, Texas",959,0.09,0.05,0.03,0.17,159
2022,0500000US48081,"Coke County, Texas",1487,0.11,0.02,0.05,0.18,269
2022,0500000US48083,"Coleman County, Texas",3210,0.09,0.03,0.06,0.18,587
2022,0500000US48085,"Collin County, Texas",383675,0.2,0.14,0.22,0.56,212940
2022,0500000US48087,"Collingsworth County, Texas",1018,0.11,0.06,0.06,0.23,230
2022,0500000US48089,"Colorado County, Texas",7376,0.17,0.06,0.07,0.3,2191
2022,0500000US48091,"Comal County, Texas",63957,0.18,0.11,0.17,0.46,29100
2022,0500000US48093,"Comanche County, Texas",5340,0.18,0.05,0.05,0.28,1469
2022,0500000US48095,"Concho County, Texas",816,0.21,0.03,0.03,0.26,215
2022,0500000US48097,"Cooke County, Texas",16196,0.17,0.08,0.08,0.33,5264
2022,0500000US48099,"Coryell County, Texas",25156,0.14,0.06,0.04,0.25,6163
2022,0500000US48101,"Cottle County, Texas",692,0.08,0.07,0.05,0.19,134
2022,0500000US48103,"Crane County, Texas",1670,0.19,0.11,0.04,0.35,576
2022,0500000US48105,"Crockett County, Texas",1289,0.23,0.13,0.02,0.38,491
2022,0500000US48107,"Crosby County, Texas",1994,0.11,0.03,0.04,0.17,343
2022,0500000US48109,"Culberson County, Texas",629,0.09,0.02,0,0.1,65
2022,0500000US48111,"Dallam County, Texas",2333,0.15,0.02,0.06,0.23,541
2022,0500000US48113,"Dallas County, Texas",959184,0.16,0.08,0.11,0.34,328041
2022,0500000US48115,"Dawson County, Texas",4133,0.11,0.06,0.03,0.21,847
2022,0500000US48117,"Deaf Smith County, Texas",6022,0.15,0.05,0.03,0.23,1361
2022,0500000US48119,"Delta County, Texas",2106,0.22,0.07,0.07,0.36,760
2022,0500000US48121,"Denton County, Texas",334504,0.2,0.13,0.19,0.52,174277
2022,0500000US48123,"DeWitt County, Texas",6586,0.17,0.06,0.04,0.27,1765
2022,0500000US48125,"Dickens County, Texas",638,0.14,0.04,0.04,0.23,144
2022,0500000US48127,"Dimmit County, Texas",2808,0.1,0.09,0.01,0.2,573
2022,0500000US48129,"Donley County, Texas",1198,0.13,0.03,0.02,0.18,216
2022,0500000US48131,"Duval County, Texas",2892,0.13,0.03,0.03,0.19,549
2022,0500000US48133,"Eastland County, Texas",7083,0.17,0.04,0.06,0.26,1842
2022,0500000US48135,"Ector County, Texas",60676,0.17,0.09,0.08,0.35,21176
2022,0500000US48137,"Edwards County, Texas",526,0.08,0.07,0.03,0.18,93
2022,0500000US48139,"Ellis County, Texas",65686,0.23,0.13,0.1,0.46,30478
2022,0500000US48141,"El Paso County, Texas",292580,0.14,0.05,0.05,0.24,69341
2022,0500000US48143,"Erath County, Texas",16007,0.16,0.05,0.06,0.27,4354
2022,0500000US48145,"Falls County, Texas",5499,0.12,0.03,0.05,0.2,1100
2022,0500000US48147,"Fannin County, Texas",12699,0.16,0.07,0.08,0.32,4013
2022,0500000US48149,"Fayette County, Texas",9310,0.17,0.07,0.07,0.32,2961
2022,0500000US48151,"Fisher County, Texas",1514,0.16,0.07,0.04,0.27,404
2022,0500000US48153,"Floyd County, Texas",1938,0.09,0.04,0.06,0.19,370
2022,0500000US48155,"Foard County, Texas",462,0.14,0.02,0.02,0.19,86
2022,0500000US48157,"Fort Bend County, Texas",270136,0.21,0.14,0.2,0.55,147494
2022,0500000US48159,"Franklin County, Texas",3782,0.14,0.08,0.12,0.34,1290
2022,0500000US48161,"Freestone County, Texas",6701,0.15,0.08,0.05,0.27,1816
2022,0500000US48163,"Frio County, Texas",4709,0.21,0.02,0.03,0.26,1201
2022,0500000US48165,"Gaines County, Texas",6909,0.18,0.1,0.06,0.34,2370
2022,0500000US48167,"Galveston County, Texas",135275,0.19,0.1,0.14,0.42,57086
2022,0500000US48169,"Garza County, Texas",1677,0.23,0.05,0.03,0.31,513
2022,0500000US48171,"Gillespie County, Texas",11035,0.18,0.08,0.09,0.35,3884
2022,0500000US48173,"Glasscock County, Texas",415,0.24,0.08,0.21,0.53,221
2022,0500000US48175,"Goliad County, Texas",2720,0.14,0.09,0.09,0.32,879
2022,0500000US48177,"Gonzales County, Texas",7412,0.14,0.07,0.06,0.27,1994
2022,0500000US48179,"Gray County, Texas",8021,0.13,0.05,0.05,0.24,1885
2022,0500000US48181,"Grayson County, Texas",52084,0.17,0.07,0.07,0.31,16042
2022,0500000US48183,"Gregg County, Texas",47008,0.16,0.07,0.06,0.29,13726
2022,0500000US48185,"Grimes County, Texas",9769,0.17,0.08,0.07,0.32,3107
2022,0500000US48187,"Guadalupe County, Texas",60463,0.22,0.12,0.09,0.43,26120
2022,0500000US48189,"Hale County, Texas",10997,0.13,0.04,0.03,0.2,2144
2022,0500000US48191,"Hall County, Texas",1145,0.08,0.03,0.05,0.15,175
2022,0500000US48193,"Hamilton County, Texas",3131,0.15,0.04,0.07,0.26,823
2022,0500000US48195,"Hansford County, Texas",1763,0.15,0.1,0.02,0.27,480
2022,0500000US48197,"Hardeman County, Texas",1304,0.16,0.05,0.02,0.23,296
2022,0500000US48199,"Hardin County, Texas",20845,0.18,0.09,0.07,0.34,7129
2022,0500000US48201,"Harris County, Texas",1692896,0.16,0.08,0.11,0.35,594206
2022,0500000US48203,"Harrison County, Texas",24993,0.16,0.07,0.05,0.28,6898
2022,0500000US48205,"Hartley County, Texas",1626,0.21,0.14,0.07,0.42,683
2022,0500000US48207,"Haskell County, Texas",2090,0.13,0.03,0.06,0.21,445
2022,0500000US48209,"Hays County, Texas",89328,0.18,0.08,0.13,0.4,35285
2022,0500000US48211,"Hemphill County, Texas",1345,0.2,0.12,0.07,0.39,523
2022,0500000US48213,"Henderson County, Texas",31973,0.16,0.06,0.06,0.27,8665
2022,0500000US48215,"Hidalgo County, Texas",257499,0.13,0.05,0.04,0.21,55105
2022,0500000US48217,"Hill County, Texas",13390,0.15,0.06,0.05,0.26,3428
2022,0500000US48219,"Hockley County, Texas",7922,0.19,0.05,0.04,0.28,2210
2022,0500000US48221,"Hood County, Texas",24734,0.18,0.09,0.11,0.38,9424
2022,0500000US48223,"Hopkins County, Texas",13781,0.16,0.06,0.06,0.28,3845
2022,0500000US48225,"Houston County, Texas",7464,0.12,0.06,0.04,0.22,1612
2022,0500000US48227,"Howard County, Texas",12010,0.17,0.07,0.07,0.3,3651
2022,0500000US48229,"Hudspeth County, Texas",890,0.09,0,0.01,0.11,95
2022,0500000US48231,"Hunt County, Texas",36560,0.16,0.07,0.06,0.3,10931
2022,0500000US48233,"Hutchinson County, Texas",6711,0.19,0.07,0.05,0.32,2121
2022,0500000US48235,"Irion County, Texas",647,0.09,0.05,0.04,0.18,118
2022,0500000US48237,"Jack County, Texas",2997,0.13,0.07,0.05,0.25,740
2022,0500000US48239,"Jackson County, Texas",5235,0.16,0.11,0.04,0.31,1607
2022,0500000US48241,"Jasper County, Texas",13142,0.13,0.04,0.04,0.21,2786
2022,0500000US48243,"Jeff Davis County, Texas",1095,0.08,0.07,0.08,0.23,254
2022,0500000US48245,"Jefferson County, Texas",93193,0.14,0.08,0.06,0.28,26187
2022,0500000US48247,"Jim Hogg County, Texas",1342,0.14,0.03,0.02,0.18,246
2022,0500000US48249,"Jim Wells County, Texas",12914,0.14,0.05,0.04,0.23,3009
2022,0500000US48251,"Johnson County, Texas",62297,0.21,0.08,0.07,0.37,23112
2022,0500000US48253,"Jones County, Texas",5917,0.13,0.06,0.02,0.2,1195
2022,0500000US48255,"Karnes County, Texas",4359,0.15,0.09,0.08,0.32,1373
2022,0500000US48257,"Kaufman County, Texas",47899,0.22,0.13,0.08,0.42,20118
2022,0500000US48259,"Kendall County, Texas",16763,0.18,0.12,0.22,0.51,8616
2022,0500000US48261,"Kenedy County, Texas",38,0,0.08,0,0.08,3
2022,0500000US48263,"Kent County, Texas",246,0.14,0.05,0.04,0.23,57
2022,0500000US48265,"Kerr County, Texas",22024,0.18,0.06,0.06,0.31,6849
