year,geo_code,county,total_households,households_100k_to_149999k,households_150k_to_199999k,households_200k_or_more,percent_wealthy_households,total_wealthy_households
2022,0500000US17087,"Johnson County, Illinois",4106,0.2,0.04,0.04,0.28,1129
2022,0500000US17089,"Kane County, Illinois",182319,0.22,0.12,0.15,0.49,88425
2022,0500000US17091,"Kankakee County, Illinois",40591,0.18,0.09,0.06,0.32,13030
2022,0500000US17093,"Kendall County, Illinois",43878,0.27,0.14,0.14,0.55,24045
2022,0500000US17095,"Knox County, Illinois",20734,0.14,0.04,0.03,0.21,4333
2022,0500000US17097,"Lake County, Illinois",254794,0.19,0.12,0.22,0.52,132238
2022,0500000US17099,"LaSalle County, Illinois",45130,0.16,0.08,0.06,0.3,13494
2022,0500000US17101,"Lawrence County, Illinois",5426,0.14,0.06,0.07,0.27,1465
2022,0500000US17103,"Lee County, Illinois",13669,0.17,0.08,0.05,0.29,4005
2022,0500000US17105,"Livingston County, Illinois",14665,0.19,0.08,0.05,0.32,4693
2022,0500000US17107,"Logan County, Illinois",11101,0.15,0.07,0.05,0.28,3053
2022,0500000US17109,"McDonough County, Illinois",11600,0.11,0.05,0.04,0.2,2343
2022,0500000US17111,"McHenry County, Illinois",115467,0.22,0.14,0.15,0.5,57849
2022,0500000US17113,"McLean County, Illinois",68491,0.17,0.09,0.1,0.37,25068
2022,0500000US17115,"Macon County, Illinois",43362,0.15,0.05,0.06,0.26,11317
2022,0500000US17117,"Macoupin County, Illinois",17567,0.17,0.08,0.05,0.3,5340
2022,0500000US17119,"Madison County, Illinois",108914,0.17,0.08,0.08,0.33,36377
2022,0500000US17121,"Marion County, Illinois",15236,0.15,0.04,0.04,0.23,3489
2022,0500000US17123,"Marshall County, Illinois",4967,0.18,0.05,0.04,0.27,1346
2022,0500000US17125,"Mason County, Illinois",5788,0.14,0.05,0.05,0.24,1412
2022,0500000US17127,"Massac County, Illinois",5413,0.16,0.06,0.03,0.25,1348
2022,0500000US17129,"Menard County, Illinois",5085,0.26,0.09,0.06,0.41,2065
2022,0500000US17131,"Mercer County, Illinois",6435,0.17,0.1,0.04,0.3,1931
2022,0500000US17133,"Monroe County, Illinois",13565,0.23,0.13,0.15,0.51,6850
2022,0500000US17135,"Montgomery County, Illinois",11259,0.18,0.05,0.04,0.27,2995
2022,0500000US17137,"Morgan County, Illinois",13293,0.16,0.05,0.05,0.26,3483
2022,0500000US17139,"Moultrie County, Illinois",5824,0.2,0.05,0.06,0.31,1823
2022,0500000US17141,"Ogle County, Illinois",20807,0.21,0.08,0.06,0.35,7178
2022,0500000US17143,"Peoria County, Illinois",76414,0.15,0.07,0.08,0.3,23153
2022,0500000US17145,"Perry County, Illinois",8147,0.16,0.05,0.03,0.23,1898
2022,0500000US17147,"Piatt County, Illinois",6783,0.24,0.08,0.08,0.4,2727
2022,0500000US17149,"Pike County, Illinois",5734,0.12,0.08,0.03,0.23,1296
2022,0500000US17151,"Pope County, Illinois",1349,0.14,0.07,0.02,0.22,298
2022,0500000US17153,"Pulaski County, Illinois",1886,0.13,0.01,0.02,0.16,294
2022,0500000US17155,"Putnam County, Illinois",2400,0.2,0.09,0.04,0.33,785
2022,0500000US17157,"Randolph County, Illinois",11650,0.17,0.08,0.03,0.28,3204
2022,0500000US17159,"Richland County, Illinois",6485,0.19,0.04,0.03,0.25,1641
2022,0500000US17161,"Rock Island County, Illinois",61014,0.18,0.06,0.05,0.29,17633
2022,0500000US17163,"St. Clair County, Illinois",100701,0.16,0.09,0.08,0.32,32224
2022,0500000US17165,"Saline County, Illinois",10165,0.12,0.06,0.05,0.24,2409
2022,0500000US17167,"Sangamon County, Illinois",84017,0.18,0.09,0.08,0.35,29322
2022,0500000US17169,"Schuyler County, Illinois",2725,0.14,0.05,0.05,0.25,670
2022,0500000US17171,"Scott County, Illinois",1952,0.2,0.08,0.03,0.31,595
2022,0500000US17173,"Shelby County, Illinois",8762,0.17,0.05,0.04,0.25,2199
2022,0500000US17175,"Stark County, Illinois",2326,0.16,0.06,0.03,0.25,584
2022,0500000US17177,"Stephenson County, Illinois",19337,0.16,0.06,0.04,0.26,5008
2022,0500000US17179,"Tazewell County, Illinois",53676,0.19,0.1,0.07,0.35,18679
2022,0500000US17181,"Union County, Illinois",6763,0.14,0.07,0.05,0.25,1704
2022,0500000US17183,"Vermilion County, Illinois",29904,0.15,0.04,0.03,0.23,6788
2022,0500000US17185,"Wabash County, Illinois",4778,0.15,0.06,0.05,0.25,1199
2022,0500000US17187,"Warren County, Illinois",6836,0.18,0.06,0.05,0.28,1921
2022,0500000US17189,"Washington County, Illinois",5747,0.21,0.09,0.05,0.35,1983
2022,0500000US17191,"Wayne County, Illinois",6848,0.15,0.04,0.02,0.21,1465
2022,0500000US17193,"White County, Illinois",5676,0.12,0.06,0.04,0.22,1243
2022,0500000US17195,"Whiteside County, Illinois",23164,0.19,0.07,0.04,0.3,6833
2022,0500000US17197,"Will County, Illinois",239064,0.22,0.14,0.16,0.52,123835
2022,0500000US17199,"Williamson County, Illinois",28521,0.16,0.07,0.05,0.28,8100
2022,0500000US17201,"Winnebago County, Illinois",115214,0.16,0.07,0.06,0.28,32721
2022,0500000US17203,"Woodford County, Illinois",14725,0.17,0.1,0.12,0.39,5787
2022,0500000US18001,"Adams County, Indiana",12349,0.16,0.05,0.03,0.24,2902
2022,0500000US18003,"Allen County, Indiana",151877,0.16,0.07,0.06,0.29,44044
2022,0500000US18005,"Bartholomew County, Indiana",32773,0.19,0.09,0.08,0.35,11438
2022,0500000US18007,"Benton County, Indiana",3423,0.13,0.06,0.04,0.23,791
2022,0500000US18009,"Blackford County, Indiana",4980,0.1,0.06,0.03,0.18,896
2022,0500000US18011,"Boone County, Indiana",26959,0.2,0.11,0.21,0.52,14046
2022,0500000US18013,"Brown County, Indiana",6580,0.19,0.07,0.08,0.34,2250
2022,0500000US18015,"Carroll County, Indiana",7967,0.15,0.06,0.05,0.26,2055
2022,0500000US18017,"Cass County, Indiana",14970,0.15,0.05,0.02,0.22,3219
2022,0500000US18019,"Clark County, Indiana",47844,0.17,0.08,0.05,0.3,14449
2022,0500000US18021,"Clay County, Indiana",10422,0.16,0.07,0.04,0.27,2856
2022,0500000US18023,"Clinton County, Indiana",12382,0.16,0.04,0.03,0.22,2761
2022,0500000US18025,"Crawford County, Indiana",4336,0.11,0.03,0.03,0.17,728
2022,0500000US18027,"Daviess County, Indiana",11606,0.18,0.07,0.05,0.3,3493
2022,0500000US18029,"Dearborn County, Indiana",19915,0.22,0.09,0.06,0.37,7289
2022,0500000US18031,"Decatur County, Indiana",10301,0.18,0.06,0.06,0.31,3183
2022,0500000US18033,"DeKalb County, Indiana",16983,0.19,0.05,0.04,0.28,4738
2022,0500000US18035,"Delaware County, Indiana",46159,0.14,0.04,0.03,0.21,9693
2022,0500000US18037,"Dubois County, Indiana",17437,0.17,0.07,0.06,0.3,5231
2022,0500000US18039,"Elkhart County, Indiana",71751,0.17,0.06,0.06,0.29,20736
2022,0500000US18041,"Fayette County, Indiana",9672,0.15,0.05,0.01,0.21,2012
2022,0500000US18043,"Floyd County, Indiana",30911,0.19,0.09,0.09,0.37,11375
2022,0500000US18045,"Fountain County, Indiana",6820,0.13,0.04,0.03,0.21,1405
2022,0500000US18047,"Franklin County, Indiana",8976,0.17,0.08,0.07,0.31,2809
2022,0500000US18049,"Fulton County, Indiana",7794,0.18,0.08,0.04,0.29,2245
2022,0500000US18051,"Gibson County, Indiana",12978,0.19,0.06,0.04,0.28,3686
2022,0500000US18053,"Grant County, Indiana",26550,0.15,0.04,0.02,0.21,5682
2022,0500000US18055,"Greene County, Indiana",12643,0.13,0.05,0.04,0.22,2744
2022,0500000US18057,"Hamilton County, Indiana",129749,0.2,0.13,0.23,0.56,72789
2022,0500000US18059,"Hancock County, Indiana",31424,0.23,0.12,0.09,0.43,13512
2022,0500000US18061,"Harrison County, Indiana",14743,0.21,0.07,0.05,0.33,4821
2022,0500000US18063,"Hendricks County, Indiana",64403,0.24,0.13,0.11,0.47,30463
2022,0500000US18065,"Henry County, Indiana",18549,0.15,0.04,0.03,0.22,4081
2022,0500000US18067,"Howard County, Indiana",34957,0.18,0.06,0.04,0.27,9473
2022,0500000US18069,"Huntington County, Indiana",15165,0.18,0.04,0.03,0.25,3822
2022,0500000US18071,"Jackson County, Indiana",17574,0.18,0.07,0.05,0.29,5132
2022,0500000US18073,"Jasper County, Indiana",12554,0.21,0.07,0.06,0.35,4331
2022,0500000US18075,"Jay County, Indiana",8091,0.13,0.04,0.03,0.19,1553
2022,0500000US18077,"Jefferson County, Indiana",12890,0.16,0.05,0.04,0.24,3132
2022,0500000US18079,"Jennings County, Indiana",10461,0.18,0.06,0.02,0.26,2762
2022,0500000US18081,"Johnson County, Indiana",60274,0.19,0.09,0.1,0.38,23145
2022,0500000US18083,"Knox County, Indiana",14943,0.15,0.05,0.06,0.26,3945
2022,0500000US18085,"Kosciusko County, Indiana",31325,0.18,0.08,0.05,0.31,9711
2022,0500000US18087,"LaGrange County, Indiana",12641,0.2,0.07,0.08,0.34,4336
2022,0500000US18089,"Lake County, Indiana",191872,0.17,0.08,0.07,0.31,59480
2022,0500000US18091,"LaPorte County, Indiana",43235,0.16,0.08,0.05,0.29,12625
2022,0500000US18093,"Lawrence County, Indiana",18873,0.17,0.06,0.03,0.26,4945
2022,0500000US18095,"Madison County, Indiana",51788,0.16,0.05,0.04,0.24,12636
2022,0500000US18097,"Marion County, Indiana",392837,0.14,0.06,0.06,0.27,104887
2022,0500000US18099,"Marshall County, Indiana",16915,0.17,0.07,0.04,0.28,4753
2022,0500000US18101,"Martin County, Indiana",3963,0.18,0.06,0.04,0.28,1118
2022,0500000US18103,"Miami County, Indiana",13069,0.13,0.05,0.04,0.22,2888
2022,0500000US18105,"Monroe County, Indiana",57466,0.15,0.07,0.07,0.29,16550
2022,0500000US18107,"Montgomery County, Indiana",15404,0.19,0.06,0.05,0.29,4483
2022,0500000US18109,"Morgan County, Indiana",27138,0.2,0.09,0.08,0.37,10150
2022,0500000US18111,"Newton County, Indiana",5469,0.17,0.05,0.02,0.24,1329
2022,0500000US18113,"Noble County, Indiana",17688,0.19,0.06,0.04,0.29,5200
2022,0500000US18115,"Ohio County, Indiana",2552,0.2,0.05,0.04,0.28,717
2022,0500000US18117,"Orange County, Indiana",7951,0.18,0.04,0.02,0.25,1988
2022,0500000US18119,"Owen County, Indiana",8466,0.15,0.05,0.02,0.22,1829
2022,0500000US18121,"Parke County, Indiana",5725,0.15,0.06,0.04,0.25,1431
2022,0500000US18123,"Perry County, Indiana",7586,0.18,0.05,0.03,0.26,1942
2022,0500000US18125,"Pike County, Indiana",5031,0.16,0.08,0.03,0.26,1303
2022,0500000US18127,"Porter County, Indiana",67945,0.21,0.1,0.09,0.4,27246
2022,0500000US18129,"Posey County, Indiana",10179,0.18,0.13,0.06,0.37,3756
2022,0500000US18131,"Pulaski County, Indiana",4795,0.13,0.05,0.05,0.23,1098
2022,0500000US18133,"Putnam County, Indiana",13808,0.17,0.09,0.04,0.3,4184
2022,0500000US18135,"Randolph County, Indiana",10191,0.15,0.04,0.03,0.22,2252
2022,0500000US18137,"Ripley County, Indiana",11114,0.21,0.08,0.05,0.33,3668
2022,0500000US18139,"Rush County, Indiana",6719,0.19,0.03,0.03,0.25,1707
2022,0500000US18141,"St. Joseph County, Indiana",107466,0.16,0.07,0.06,0.28,30090
2022,0500000US18143,"Scott County, Indiana",9693,0.11,0.05,0.02,0.18,1764
2022,0500000US18145,"Shelby County, Indiana",18034,0.16,0.07,0.06,0.29,5140
2022,0500000US18147,"Spencer County, Indiana",7858,0.2,0.08,0.04,0.32,2530
2022,0500000US18149,"Starke County, Indiana",8647,0.15,0.06,0.02,0.23,1963
2022,0500000US18151,"Steuben County, Indiana",13794,0.19,0.08,0.06,0.32,4455
2022,0500000US18153,"Sullivan County, Indiana",7709,0.15,0.04,0.03,0.22,1711
2022,0500000US18155,"Switzerland County, Indiana",3783,0.15,0.06,0.03,0.24,893
2022,0500000US18157,"Tippecanoe County, Indiana",73327,0.15,0.06,0.05,0.26,18698
2022,0500000US18159,"Tipton County, Indiana",6170,0.2,0.09,0.04,0.33,2036
2022,0500000US18161,"Union County, Indiana",2912,0.24,0.04,0.04,0.31,911
2022,0500000US18163,"Vanderburgh County, Indiana",76857,0.15,0.05,0.05,0.25,19522
2022,0500000US18165,"Vermillion County, Indiana",6506,0.19,0.05,0.03,0.27,1737
2022,0500000US18167,"Vigo County, Indiana",42756,0.13,0.05,0.05,0.22,9535
2022,0500000US18169,"Wabash County, Indiana",12471,0.19,0.06,0.03,0.28,3467
2022,0500000US18171,"Warren County, Indiana",3312,0.28,0.06,0.05,0.38,1249
2022,0500000US18173,"Warrick County, Indiana",24540,0.23,0.11,0.1,0.44,10896
2022,0500000US18175,"Washington County, Indiana",10882,0.15,0.07,0.03,0.25,2688
2022,0500000US18177,"Wayne County, Indiana",27159,0.13,0.04,0.04,0.2,5432
2022,0500000US18179,"Wells County, Indiana",11155,0.21,0.06,0.04,0.31,3425
2022,0500000US18181,"White County, Indiana",9859,0.16,0.05,0.04,0.25,2475
2022,0500000US18183,"Whitley County, Indiana",13826,0.18,0.07,0.05,0.31,4217
2022,0500000US19001,"Adair County, Iowa",3224,0.14,0.06,0.05,0.25,809
2022,0500000US19003,"Adams County, Iowa",1523,0.13,0.06,0.07,0.27,407
2022,0500000US19005,"Allamakee County, Iowa",5970,0.15,0.05,0.05,0.24,1439
2022,0500000US19007,"Appanoose County, Iowa",5028,0.13,0.05,0.02,0.19,960
2022,0500000US19009,"Audubon County, Iowa",2535,0.14,0.05,0.04,0.23,586
2022,0500000US19011,"Benton County, Iowa",10114,0.23,0.09,0.06,0.38,3803
2022,0500000US19013,"Black Hawk County, Iowa",53691,0.16,0.06,0.06,0.28,15033
2022,0500000US19015,"Boone County, Iowa",10893,0.22,0.07,0.06,0.35,3780
2022,0500000US19017,"Bremer County, Iowa",9684,0.23,0.08,0.07,0.38,3680
2022,0500000US19019,"Buchanan County, Iowa",8020,0.21,0.07,0.04,0.32,2582
2022,0500000US19021,"Buena Vista County, Iowa",7538,0.15,0.08,0.05,0.28,2111
2022,0500000US19023,"Butler County, Iowa",5839,0.18,0.06,0.04,0.28,1635
2022,0500000US19025,"Calhoun County, Iowa",3852,0.18,0.05,0.06,0.28,1086
2022,0500000US19027,"Carroll County, Iowa",8696,0.21,0.07,0.04,0.32,2809
2022,0500000US19029,"Cass County, Iowa",5771,0.17,0.05,0.05,0.28,1593
2022,0500000US19031,"Cedar County, Iowa",7508,0.22,0.08,0.05,0.34,2575
2022,0500000US19033,"Cerro Gordo County, Iowa",19450,0.16,0.06,0.06,0.27,5329
2022,0500000US19035,"Cherokee County, Iowa",5143,0.19,0.05,0.05,0.3,1522
2022,0500000US19037,"Chickasaw County, Iowa",4920,0.17,0.06,0.05,0.29,1402
2022,0500000US19039,"Clarke County, Iowa",3879,0.2,0.05,0.05,0.31,1187
2022,0500000US19041,"Clay County, Iowa",7225,0.17,0.07,0.04,0.27,1958
2022,0500000US19043,"Clayton County, Iowa",7286,0.18,0.05,0.04,0.27,1938
2022,0500000US19045,"Clinton County, Iowa",19174,0.17,0.06,0.05,0.28,5273
2022,0500000US19047,"Crawford County, Iowa",6214,0.16,0.05,0.06,0.27,1647
2022,0500000US19049,"Dallas County, Iowa",39386,0.19,0.14,0.17,0.5,19614
2022,0500000US19051,"Davis County, Iowa",3172,0.19,0.07,0.06,0.32,1009
2022,0500000US19053,"Decatur County, Iowa",3058,0.14,0.03,0.03,0.2,605
2022,0500000US19055,"Delaware County, Iowa",7068,0.2,0.08,0.06,0.34,2403
2022,0500000US19057,"Des Moines County, Iowa",17251,0.14,0.06,0.05,0.25,4382
2022,0500000US19059,"Dickinson County, Iowa",8279,0.17,0.08,0.08,0.33,2716
2022,0500000US19061,"Dubuque County, Iowa",39985,0.2,0.08,0.07,0.35,13835
2022,0500000US19063,"Emmet County, Iowa",3881,0.17,0.03,0.04,0.24,920
2022,0500000US19065,"Fayette County, Iowa",8228,0.15,0.04,0.04,0.23,1876
2022,0500000US19067,"Floyd County, Iowa",6600,0.16,0.04,0.05,0.26,1683
2022,0500000US19069,"Franklin County, Iowa",4102,0.15,0.05,0.03,0.23,927
2022,0500000US19071,"Fremont County, Iowa",2736,0.18,0.05,0.08,0.31,851
2022,0500000US19073,"Greene County, Iowa",3837,0.16,0.05,0.04,0.24,921
2022,0500000US19075,"Grundy County, Iowa",5062,0.21,0.09,0.06,0.37,1858
2022,0500000US19077,"Guthrie County, Iowa",4518,0.23,0.08,0.07,0.37,1690
2022,0500000US19079,"Hamilton County, Iowa",6203,0.16,0.05,0.05,0.27,1662
2022,0500000US19081,"Hancock County, Iowa",4582,0.17,0.05,0.05,0.27,1255
2022,0500000US19083,"Hardin County, Iowa",7029,0.17,0.05,0.03,0.24,1708
2022,0500000US19085,"Harrison County, Iowa",5963,0.22,0.05,0.06,0.33,1956
2022,0500000US19087,"Henry County, Iowa",7642,0.2,0.05,0.04,0.29,2201
2022,0500000US19089,"Howard County, Iowa",3636,0.19,0.03,0.05,0.27,964
2022,0500000US19091,"Humboldt County, Iowa",4213,0.16,0.05,0.06,0.26,1104
2022,0500000US19093,"Ida County, Iowa",3016,0.18,0.04,0.05,0.27,826
2022,0500000US19095,"Iowa County, Iowa",6798,0.17,0.09,0.06,0.32,2196
2022,0500000US19097,"Jackson County, Iowa",8109,0.18,0.09,0.04,0.31,2481
2022,0500000US19099,"Jasper County, Iowa",14630,0.18,0.08,0.05,0.31,4491
2022,0500000US19101,"Jefferson County, Iowa",6826,0.14,0.04,0.04,0.21,1447
2022,0500000US19103,"Johnson County, Iowa",61414,0.18,0.08,0.11,0.38,23030
2022,0500000US19105,"Jones County, Iowa",8062,0.18,0.08,0.04,0.3,2451
2022,0500000US19107,"Keokuk County, Iowa",4085,0.15,0.07,0.04,0.25,1017
2022,0500000US19109,"Kossuth County, Iowa",6421,0.19,0.03,0.04,0.25,1612
2022,0500000US19111,"Lee County, Iowa",14246,0.14,0.05,0.04,0.23,3220
2022,0500000US19113,"Linn County, Iowa",94291,0.18,0.09,0.09,0.35,33285
2022,0500000US19115,"Louisa County, Iowa",4112,0.19,0.07,0.05,0.3,1246
2022,0500000US19117,"Lucas County, Iowa",3621,0.16,0.06,0.02,0.24,869
2022,0500000US19119,"Lyon County, Iowa",4412,0.19,0.08,0.05,0.32,1407
2022,0500000US19121,"Madison County, Iowa",6475,0.26,0.1,0.07,0.43,2797
2022,0500000US19123,"Mahaska County, Iowa",8873,0.17,0.06,0.03,0.27,2351
2022,0500000US19125,"Marion County, Iowa",13310,0.18,0.08,0.08,0.34,4485
2022,0500000US19127,"Marshall County, Iowa",15288,0.21,0.06,0.04,0.3,4648
2022,0500000US19129,"Mills County, Iowa",5261,0.19,0.09,0.1,0.38,2020
2022,0500000US19131,"Mitchell County, Iowa",4505,0.18,0.07,0.05,0.31,1374
2022,0500000US19133,"Monona County, Iowa",3852,0.18,0.03,0.04,0.25,955
2022,0500000US19135,"Monroe County, Iowa",3032,0.21,0.04,0.05,0.3,901
2022,0500000US19137,"Montgomery County, Iowa",4493,0.17,0.06,0.03,0.26,1168
2022,0500000US19139,"Muscatine County, Iowa",17075,0.2,0.07,0.05,0.32,5413
2022,0500000US19141,"O'Brien County, Iowa",5700,0.18,0.07,0.03,0.28,1568
2022,0500000US19143,"Osceola County, Iowa",2631,0.16,0.05,0.06,0.26,692
2022,0500000US19145,"Page County, Iowa",6137,0.13,0.05,0.04,0.22,1375
2022,0500000US19147,"Palo Alto County, Iowa",3635,0.2,0.03,0.05,0.29,1054
2022,0500000US19149,"Plymouth County, Iowa",10214,0.2,0.09,0.08,0.37,3759
2022,0500000US19151,"Pocahontas County, Iowa",3083,0.17,0.06,0.03,0.26,798
2022,0500000US19153,"Polk County, Iowa",199013,0.19,0.09,0.1,0.38,75426
2022,0500000US19155,"Pottawattamie County, Iowa",37162,0.19,0.08,0.05,0.32,11780
2022,0500000US19157,"Poweshiek County, Iowa",7761,0.17,0.05,0.08,0.3,2289
2022,0500000US19159,"Ringgold County, Iowa",1844,0.18,0.05,0.07,0.3,544
2022,0500000US19161,"Sac County, Iowa",4210,0.19,0.06,0.05,0.3,1276
2022,0500000US19163,"Scott County, Iowa",71436,0.19,0.08,0.09,0.36,25646
2022,0500000US19165,"Shelby County, Iowa",4933,0.18,0.06,0.09,0.33,1643
2022,0500000US19167,"Sioux County, Iowa",12462,0.22,0.08,0.08,0.38,4673
2022,0500000US19169,"Story County, Iowa",38412,0.16,0.08,0.08,0.31,11869
2022,0500000US19171,"Tama County, Iowa",6703,0.19,0.05,0.04,0.28,1904
2022,0500000US19173,"Taylor County, Iowa",2442,0.15,0.07,0.04,0.27,650
2022,0500000US19175,"Union County, Iowa",4979,0.14,0.05,0.03,0.22,1070
2022,0500000US19177,"Van Buren County, Iowa",2842,0.16,0.04,0.05,0.25,705
2022,0500000US19179,"Wapello County, Iowa",14193,0.14,0.08,0.03,0.24,3449
2022,0500000US19181,"Warren County, Iowa",19906,0.24,0.12,0.09,0.45,8858
2022,0500000US19183,"Washington County, Iowa",8922,0.21,0.06,0.05,0.33,2909
2022,0500000US19185,"Wayne County, Iowa",2531,0.14,0.02,0.04,0.21,526
2022,0500000US19187,"Webster County, Iowa",15582,0.16,0.06,0.04,0.26,4036
2022,0500000US19189,"Winnebago County, Iowa",4511,0.17,0.04,0.06,0.27,1209
2022,0500000US19191,"Winneshiek County, Iowa",8218,0.18,0.06,0.06,0.3,2490
2022,0500000US19193,"Woodbury County, Iowa",40299,0.2,0.08,0.05,0.33,13379
2022,0500000US19195,"Worth County, Iowa",3190,0.18,0.07,0.06,0.32,1018
2022,0500000US19197,"Wright County, Iowa",5373,0.13,0.06,0.04,0.23,1214
2022,0500000US20001,"Allen County, Kansas",4981,0.14,0.05,0.02,0.2,996
2022,0500000US20003,"Anderson County, Kansas",3165,0.15,0.03,0.04,0.23,712
2022,0500000US20005,"Atchison County, Kansas",5840,0.19,0.03,0.03,0.25,1466
2022,0500000US20007,"Barber County, Kansas",1771,0.13,0.06,0.04,0.23,398
2022,0500000US20009,"Barton County, Kansas",10055,0.13,0.06,0.03,0.22,2192
2022,0500000US20011,"Bourbon County, Kansas",5875,0.13,0.05,0.03,0.22,1275
2022,0500000US20013,"Brown County, Kansas",3664,0.14,0.05,0.04,0.23,828
2022,0500000US20015,"Butler County, Kansas",24760,0.21,0.09,0.06,0.36,8988
2022,0500000US20017,"Chase County, Kansas",1065,0.16,0.02,0.03,0.22,229
2022,0500000US20019,"Chautauqua County, Kansas",1323,0.1,0.02,0.05,0.17,221
2022,0500000US20021,"Cherokee County, Kansas",7533,0.14,0.04,0.02,0.2,1492
2022,0500000US20023,"Cheyenne County, Kansas",1207,0.12,0.05,0.06,0.22,269
2022,0500000US20025,"Clark County, Kansas",807,0.13,0.05,0.03,0.21,168
2022,0500000US20027,"Clay County, Kansas",3570,0.14,0.05,0.04,0.23,835
2022,0500000US20029,"Cloud County, Kansas",3677,0.1,0.04,0.03,0.16,596
2022,0500000US20031,"Coffey County, Kansas",3543,0.23,0.07,0.06,0.36,1265
2022,0500000US20033,"Comanche County, Kansas",827,0.14,0.03,0.04,0.21,170
2022,0500000US20035,"Cowley County, Kansas",13091,0.16,0.04,0.03,0.23,3037
2022,0500000US20037,"Crawford County, Kansas",15806,0.12,0.04,0.04,0.2,3114
2022,0500000US20039,"Decatur County, Kansas",1324,0.1,0.04,0.03,0.17,229
2022,0500000US20041,"Dickinson County, Kansas",7903,0.15,0.07,0.04,0.26,2031
2022,0500000US20043,"Doniphan County, Kansas",2735,0.17,0.07,0.04,0.28,758
2022,0500000US20045,"Douglas County, Kansas",49605,0.16,0.09,0.09,0.33,16419
2022,0500000US20047,"Edwards County, Kansas",1225,0.15,0.03,0.04,0.22,270
2022,0500000US20049,"Elk County, Kansas",1028,0.17,0.02,0.02,0.21,213
2022,0500000US20051,"Ellis County, Kansas",11958,0.17,0.07,0.04,0.29,3456
2022,0500000US20053,"Ellsworth County, Kansas",2305,0.17,0.07,0.02,0.26,592
2022,0500000US20055,"Finney County, Kansas",13021,0.22,0.06,0.05,0.33,4271
2022,0500000US20057,"Ford County, Kansas",11676,0.17,0.07,0.04,0.28,3304
2022,0500000US20059,"Franklin County, Kansas",10185,0.21,0.09,0.03,0.33,3330
2022,0500000US20061,"Geary County, Kansas",13512,0.12,0.06,0.03,0.2,2743
2022,0500000US20063,"Gove County, Kansas",1182,0.17,0.05,0.05,0.26,309
2022,0500000US20065,"Graham County, Kansas",1200,0.12,0.04,0.01,0.16,197
2022,0500000US20067,"Grant County, Kansas",2420,0.19,0.11,0.09,0.39,949
2022,0500000US20069,"Gray County, Kansas",2054,0.23,0.06,0.06,0.35,725
2022,0500000US20071,"Greeley County, Kansas",553,0.12,0.07,0.06,0.25,137
2022,0500000US20073,"Greenwood County, Kansas",2584,0.14,0.06,0.04,0.23,602
2022,0500000US20075,"Hamilton County, Kansas",716,0.2,0.09,0,0.3,211
2022,0500000US20077,"Harper County, Kansas",2186,0.12,0.03,0.05,0.2,437
2022,0500000US20079,"Harvey County, Kansas",13246,0.18,0.08,0.04,0.3,3987
2022,0500000US20081,"Haskell County, Kansas",1354,0.21,0.06,0.06,0.33,445
2022,0500000US20083,"Hodgeman County, Kansas",710,0.17,0.07,0.04,0.28,197
2022,0500000US20085,"Jackson County, Kansas",5182,0.17,0.08,0.03,0.28,1451
2022,0500000US20087,"Jefferson County, Kansas",7316,0.23,0.08,0.06,0.37,2692
2022,0500000US20089,"Jewell County, Kansas",1278,0.09,0.04,0.03,0.15,197
2022,0500000US20091,"Johnson County, Kansas",241191,0.21,0.13,0.18,0.52,125661
2022,0500000US20093,"Kearny County, Kansas",1352,0.23,0.11,0.03,0.37,493
2022,0500000US20095,"Kingman County, Kansas",3104,0.21,0.05,0.03,0.29,888
2022,0500000US20097,"Kiowa County, Kansas",927,0.14,0.04,0.05,0.23,210
2022,0500000US20099,"Labette County, Kansas",7956,0.15,0.03,0.04,0.22,1782
2022,0500000US20101,"Lane County, Kansas",672,0.23,0.03,0.04,0.3,201
2022,0500000US20103,"Leavenworth County, Kansas",29226,0.21,0.11,0.09,0.42,12187
2022,0500000US20105,"Lincoln County, Kansas",1223,0.15,0.07,0.03,0.25,301
2022,0500000US20107,"Linn County, Kansas",4093,0.13,0.05,0.05,0.23,937
2022,0500000US20109,"Logan County, Kansas",1209,0.17,0.08,0.08,0.32,391
2022,0500000US20111,"Lyon County, Kansas",13223,0.12,0.03,0.05,0.19,2565
2022,0500000US20113,"McPherson County, Kansas",12140,0.19,0.08,0.04,0.31,3788
2022,0500000US20115,"Marion County, Kansas",4577,0.14,0.05,0.04,0.23,1039
2022,0500000US20117,"Marshall County, Kansas",4079,0.17,0.05,0.05,0.27,1114
2022,0500000US20119,"Meade County, Kansas",1602,0.17,0.09,0.08,0.33,530
2022,0500000US20121,"Miami County, Kansas",13239,0.21,0.12,0.08,0.41,5402
2022,0500000US20123,"Mitchell County, Kansas",2445,0.11,0.07,0.06,0.23,570
2022,0500000US20125,"Montgomery County, Kansas",12682,0.12,0.03,0.03,0.19,2359
2022,0500000US20127,"Morris County, Kansas",2288,0.15,0.05,0.04,0.23,535
2022,0500000US20129,"Morton County, Kansas",939,0.16,0.09,0.02,0.27,251
2022,0500000US20131,"Nemaha County, Kansas",3986,0.2,0.09,0.06,0.35,1395
2022,0500000US20133,"Neosho County, Kansas",6207,0.11,0.05,0.04,0.19,1204
2022,0500000US20135,"Ness County, Kansas",1144,0.23,0.07,0.03,0.33,375
2022,0500000US20137,"Norton County, Kansas",1881,0.11,0.09,0.02,0.22,412
